employee_id,full_name,gender,birth_date,hire_date,department,position,salary,bonus,experience_years,projects_completed,city,email,phone,performance_score,last_promotion_date,vacation_days_used,education_level,certifications,team_size
EMP08393,Makarov Grigoriy,Male,1999-04-09,2018-09-07 14:02:20.232473,Производство,Lead,170000.0,23395.23,7.9,23.0,Казань,makarovg@yandex.ru,+7 (926) 517-12-18,4.3,,0.0,Магистр,5.0,25.0
EMP07296,Smirnov Anatoliy,Male,1992-07-14,2023-05-06 14:02:20.127474,HR,Middle,76000.0,5432.14,3.1,18.0,Нижний Новгород,anatoliy382@yandex.ru,+79157043034,3.6,2025-05-05 14:02:20.127474,24.0,Магистр,0.0,
EMP05199,Golubev Oleg,Male,1968-05-08,2019-06-21 14:02:19.842938,IT,Manager,523000.0,49102.21,7.1,21.0,Москва,golubev.oleg@yandex.ru,8 (934) 933-97-49,4.2,,16.0,Магистр,4.0,26.0
EMP03825,Mikhailov Andrey,Male,1975-11-06,2018-07-28 14:02:19.620621,Производство,Manager,272000.0,26711.48,8.0,24.0,Омск,,8 (929) 373-32-51,3.7,,18.0,Кандидат наук,,40.0
EMP06505,Egorov Mikhail,Male,1986-09-27,2015-04-12 14:02:20.029821,Продажи,Director,846000.0,126409.86,11.3,,Москва,mikhail320@yandex.ru,89634773329,,2021-04-11 14:02:20.029821,2.0,MBA,4.0,
EMP05669,Petrova Valentina,Female,2004-07-24,2023-04-28 14:02:19.921274,Юридический,Middle,63000.0,2561.74,3.1,,Нижний Новгород,petrovav@yandex.ru,,3.0,2025-04-27 14:02:19.921274,9.0,Бакалавр,1.0,0.0
EMP06145,Sorokin Oleg,Male,1996-11-18,2016-06-15 14:02:19.971707,IT,,813000.0,82597.87,10.1,29.0,,sorokin480@yandex.ru,+79141625475,4.1,2017-06-15 14:02:19.971707,26.0,Магистр,4.0,
EMP02885,Morozova Kseniya,Female,,2025-10-08 14:02:19.232874,Производство,Junior,42000.0,2718.37,0.7,10.0,Санкт-Петербург,kmorozova@yandex.ru,+79616129756,,,5.0,Кандидат наук,0.0,0.0
EMP03685,Nikolaev Daniil,Male,1973-07-12,2013-06-27 14:02:19.605249,Финансы,Manager,415000.0,43268.79,13.0,35.0,Екатеринбург,,8 (949) 721-76-86,4.4,2019-06-27 14:02:19.605249,21.0,Магистр,3.0,
EMP06818,Ivanov Sergey,Male,1984-04-10,2024-04-25 14:02:20.062667,HR,,79000.0,6574.03,2.2,14.0,Новосибирск,ivanov358@yandex.ru,+7 (916) 615-19-10,3.7,2025-04-25 14:02:20.062667,21.0,MBA,2.0,0.0
EMP04209,Taraseva Vera,Female,1981-12-05,2024-07-10 14:02:19.709654,Логистика,Junior,32000.0,1432.07,1.9,0.0,Санкт-Петербург,taraseva.vera@yandex.ru,+7 (909) 854-16-14,3.1,,14.0,Бакалавр,0.0,0.0
EMP03422,Sorokin Sergey,Male,1970-05-13,2017-06-05 14:02:19.563225,R&D,Lead,267000.0,30133.43,9.0,23.0,Уфа,sorokin_sergey@yandex.ru,,4.3,,3.0,MBA,4.0,15.0
EMP05167,Morozova Vera,Female,1972-11-22,2025-08-09 14:02:19.839895,Логистика,Junior,39000.0,1668.29,0.9,5.0,,morozovav@yandex.ru,+7 (902) 535-97-76,3.0,,0.0,Магистр,1.0,0.0
EMP05308,Morozov Grigoriy,Male,1994-10-12,2020-07-12 14:02:19.862458,R&D,Senior,180000.0,12371.19,6.0,12.0,Казань,grigoriy281@yandex.ru,89065688083,3.7,,17.0,Магистр,3.0,
EMP07902,Lebedeva Vera,Female,1972-12-04,2023-04-05 14:02:20.186462,IT,Middle,151000.0,12740.76,3.3,17.0,Москва,vera_lebedeva@yandex.ru,,3.7,,,Магистр,,0.0
EMP00822,Zakharova Viktoriya,Female,1990-10-02,2011-12-16 14:02:18.492663,Производство,Manager,368000.0,35851.23,14.5,41.0,Санкт-Петербург,zakharova.viktoriya@yandex.ru,8 (974) 500-69-11,4.3,2015-12-16 14:02:18.492663,19.0,MBA,2.0,43.0
EMP06214,Vasiliev Grigoriy,,1987-10-15,2020-12-16 14:02:19.982668,Продажи,Senior,198000.0,20509.0,5.6,16.0,Москва,grigoriy.vasiliev@yandex.ru,89331396435,4.0,2022-12-16 14:02:19.982668,1.0,Бакалавр,4.0,0.0
EMP03736,Nikolaeva Svetlana,Female,2004-07-10,2024-01-14 14:02:19.610279,Продажи,Middle,76000.0,4900.48,2.5,8.0,Санкт-Петербург,nikolaevas@yandex.ru,89643965379,3.4,,13.0,Бакалавр,1.0,0.0
EMP07052,Morozov Yuriy,Male,1987-06-27,2012-10-08 14:02:20.085255,Продажи,Manager,318000.0,32309.4,13.7,46.0,Новосибирск,yuriy608@yandex.ru,,4.3,2019-10-08 14:02:20.085255,14.0,,4.0,32.0
EMP02620,Nikolaeva Anastasiya,Female,1993-07-05,2020-12-19 14:02:19.147806,IT,Lead,,18314.76,5.5,,Нижний Новгород,nikolaevaa@yandex.ru,8 (995) 948-98-85,3.4,2024-12-19 14:02:19.147806,0.0,Магистр,4.0,44.0
EMP03778,Vasiliev Sergey,Male,1973-04-14,2023-03-23 14:02:19.614214,IT,Middle,119000.0,8670.43,3.3,5.0,Москва,svasiliev@yandex.ru,89364925514,3.5,2024-03-22 14:02:19.614214,,Бакалавр,2.0,
EMP07663,Alekseeva Nadezhda,,1990-04-13,2012-12-20 14:02:20.164573,R&D,Junior,41000.0,4030.95,13.6,34.0,Саратов,alekseevan@yandex.ru,89955128298,3.8,,6.0,Бакалавр,0.0,0.0
EMP01385,Orlova Alina,Female,1990-02-20,2020-07-31 14:02:18.626464,Продажи,Lead,232000.0,26371.57,6.0,28.0,Нижний Новгород,aorlova@yandex.ru,+7 (961) 590-58-52,4.3,2023-07-31 14:02:18.626464,28.0,MBA,2.0,31.0
EMP01795,Sokolova Anastasiya,Female,2004-02-05,2023-09-29 14:02:18.803994,Продажи,Middle,63000.0,4631.6,2.7,10.0,Ростов-на-Дону,sokolovaa@yandex.ru,8 (938) 495-54-63,3.5,2025-09-28 14:02:18.803994,20.0,Бакалавр,2.0,0.0
EMP07947,Tarasev Pavel,Male,1997-01-19,2021-10-16 14:02:20.190941,Продажи,Senior,125000.0,8271.06,4.7,12.0,Уфа,pavel.tarasev@yandex.ru,,3.5,,5.0,Магистр,2.0,0.0
EMP02291,Popova Kseniya,Female,1989-03-16,2015-12-20 14:02:19.039901,Продажи,Junior,40000.0,3105.66,10.5,41.0,Челябинск,popova_kseniya@yandex.ru,,3.9,,20.0,Бакалавр,,0.0
EMP07429,Alekseev Ivan,Male,1999-08-02,2022-06-24 14:02:20.141414,Юридический,Senior,130000.0,10855.61,4.0,13.0,Нижний Новгород,alekseev668@yandex.ru,+79281275959,4.0,2026-06-24 14:02:20.141414,16.0,Магистр,5.0,0.0
EMP07360,Ivanov Pavel,Male,1971-06-16,2021-01-12 14:02:20.133728,Продажи,Lead,317000.0,22790.12,5.5,19.0,Москва,ivanovp@yandex.ru,+79329324317,3.6,,18.0,MBA,1.0,11.0
EMP03421,Semenov Vasiliy,Male,2024-08-10,2019-05-12 14:02:19.563144,Производство,Lead,206000.0,22177.1,7.1,19.0,Нижний Новгород,vsemenov@yandex.ru,8 (977) 571-30-67,4.1,,15.0,Магистр,4.0,13.0
EMP05539,Fedorova Nadezhda,Female,2003-12-08,2025-02-12 14:02:19.908444,HR,Junior,34000.0,2426.51,1.4,0.0,Санкт-Петербург,nadezhda.fedorova@yandex.ru,+79926647605,3.5,,3.0,Бакалавр,1.0,
EMP00757,Tarasev Ivan,Male,1974-10-10,2022-06-13 14:02:18.477839,,Lead,275000.0,20244.48,4.0,18.0,Казань,tarasev708@yandex.ru,+7 (940) 918-17-56,3.7,,14.0,Кандидат наук,2.0,20.0
EMP02030,Novikova Elena,Female,2005-03-24,2025-11-06 14:02:18.931616,Консалтинг,Middle,58000.0,4479.12,0.7,9.0,Красноярск,novikovae@yandex.ru,89889603212,3.4,,21.0,Бакалавр,2.0,0.0
EMP03233,Petrov Konstantin,,1971-07-01,2021-11-09 14:02:19.428999,IT,Lead,336000.0,19073.45,4.7,25.0,Москва,petrov735@yandex.ru,8 (924) 127-48-19,3.4,2025-11-09 14:02:19.428999,,MBA,,6.0
EMP01725,Popov Mikhail,Male,2000-06-12,2024-04-02 14:02:18.774925,Маркетинг,Middle,53000.0,3958.66,2.2,10.0,Саратов,mpopov@yandex.ru,,3.6,,,Бакалавр,2.0,0.0
EMP02435,Belyaeva Elena,Female,1987-06-01,2011-10-31 14:02:19.086185,Продажи,Director,475000.0,60906.22,14.7,33.0,Воронеж,elena.belyaeva@yandex.ru,+7 (933) 530-77-46,5.0,,9.0,Магистр,5.0,33.0
EMP08572,Golubeva Yuliya,Female,1990-08-07,2015-11-07 14:02:20.242500,Продажи,Executive,1163000.0,178378.44,10.6,20.0,Москва,ygolubeva@yandex.ru,+79031145275,5.0,2021-11-06 14:02:20.242500,0.0,MBA,0.0,15.0
EMP09738,Popov Artem,Male,1999-10-19,2023-04-22 14:02:20.308422,Продажи,Senior,142000.0,11086.56,3.2,7.0,Москва,artem_popov@yandex.ru,+7 (977) 803-36-79,3.8,,11.0,Бакалавр,4.0,0.0
EMP05443,Popova Lyudmila,Female,1992-05-12,2012-04-19 14:02:19.893521,Продажи,Junior,49000.0,5344.7,14.2,25.0,Иркутск,lyudmila.popova@yandex.ru,+79405888373,4.1,,30.0,,2.0,0.0
EMP04691,Belyaev Konstantin,Male,1996-12-09,2025-09-12 14:02:19.756175,Производство,Junior,49000.0,2154.66,0.8,5.0,Москва,konstantin_belyaev@yandex.ru,8 (929) 226-41-22,2.8,,17.0,Магистр,2.0,0.0
EMP04348,Petrova Aleksandra,Female,1969-05-19,2025-01-10 14:02:19.723514,Производство,Junior,42000.0,1480.44,1.5,1.0,Москва,aleksandra_petrova@yandex.ru,89674914715,2.6,,19.0,Магистр,1.0,0.0
EMP04542,Mikhailova Vera,Female,1990-09-16,2023-05-21 14:02:19.742416,Маркетинг,Middle,88000.0,3265.3,3.2,0.0,Москва,,8 (943) 149-48-41,2.9,2025-05-20 14:02:19.742416,19.0,Бакалавр,1.0,0.0
EMP05043,Makarov Grigoriy,Male,1974-06-21,2012-05-27 14:02:19.809223,Производство,Director,440000.0,45023.03,14.1,40.0,Челябинск,makarovg@yandex.ru,,4.4,2026-05-27 14:02:19.809223,28.0,Магистр,5.0,13.0
EMP02726,Fedorov Pavel,Male,2006-12-06,2025-07-23 14:02:19.176981,Продажи,Junior,30000.0,1250.38,1.0,3.0,Пермь,pavel.fedorov@yandex.ru,8 (973) 119-11-58,2.7,,10.0,Бакалавр,0.0,0.0
EMP01563,Petrov Roman,Male,1998-04-25,2018-12-11 14:02:18.698562,Маркетинг,Lead,216000.0,14481.2,7.6,18.0,Санкт-Петербург,petrov.roman@yandex.ru,+79885065659,3.6,2020-12-10 14:02:18.698562,33.0,Магистр,5.0,38.0
EMP06189,Vasilieva Tatyana,Female,2000-09-14,2018-12-18 14:02:19.980200,Продажи,Lead,234000.0,,7.5,21.0,Москва,tatyana_vasilieva@yandex.ru,8 (915) 182-80-65,3.9,,19.0,,3.0,45.0
EMP06725,Lebedev Maxim,Male,1977-11-02,2020-11-18 14:02:20.053689,Финансы,Senior,129000.0,13767.32,5.6,27.0,Челябинск,mlebedev@yandex.ru,+79148169082,3.8,,7.0,,2.0,
EMP09938,Novikova Svetlana,Female,1970-02-24,2023-01-20 14:02:20.319505,Маркетинг,Middle,95000.0,4459.98,3.4,14.0,Казань,svetlana_novikova@yandex.ru,,,,25.0,Кандидат наук,1.0,0.0
EMP00365,Mikhailov Vladimir,Male,1968-10-13,2025-03-05 14:02:18.352399,IT,Junior,45000.0,2789.14,1.4,9.0,Саратов,vmikhailov@yandex.ru,+7 (971) 190-66-41,3.1,,,MBA,0.0,0.0
EMP04685,Petrova Tatyana,Female,1977-01-13,2025-11-27 14:02:19.755578,HR,Junior,34000.0,1135.59,0.6,9.0,Санкт-Петербург,,,2.8,,10.0,Магистр,0.0,0.0
EMP06143,Petrov Nikolay,Male,1975-03-10,2017-05-03 14:02:19.971537,Продажи,Manager,312000.0,38016.4,9.2,40.0,Красноярск,nikolay.petrov@yandex.ru,8 (956) 537-30-36,4.4,,3.0,,5.0,
EMP05807,Kozlova Natalya,Female,1973-09-20,2012-07-31 14:02:19.937831,HR,Director,,60727.85,13.9,53.0,Екатеринбург,kozlova_natalya@yandex.ru,+7 (917) 363-31-74,4.8,,27.0,,3.0,3.0
EMP01971,Belyaev Grigoriy,Male,1987-02-20,2012-10-04 14:02:18.907305,,Director,510000.0,64652.72,13.7,33.0,Екатеринбург,grigoriy426@yandex.ru,,4.3,,29.0,Магистр,,39.0
EMP08482,Popova Evgeniya,Female,2001-09-14,2021-04-12 14:02:20.237467,R&D,Senior,140000.0,9844.22,5.2,16.0,Санкт-Петербург,evgeniya464@yandex.ru,,,,24.0,Бакалавр,1.0,0.0
EMP00101,Popov Maxim,Male,1990-12-27,2016-01-13 14:02:18.252403,Продажи,Junior,38000.0,3578.69,10.5,,Уфа,maxim694@yandex.ru,+7 (960) 235-92-32,3.6,,27.0,Бакалавр,1.0,0.0
EMP07485,Vasilieva Natalya,Female,2002-02-14,2022-04-30 14:02:20.147462,Продажи,Lead,173000.0,14756.49,4.2,11.0,Санкт-Петербург,vasilievan@yandex.ru,89145074785,3.7,2026-04-30 14:02:20.147462,13.0,Бакалавр,1.0,4.0
EMP08372,Lebedeva Polina,,1975-08-27,2022-04-02 14:02:20.231329,Продажи,Senior,167000.0,14940.46,4.2,20.0,Челябинск,polina.lebedeva@yandex.ru,89891321576,,2023-04-02 14:02:20.231329,25.0,MBA,1.0,
EMP08172,Kuznetsova Anna,Female,2003-06-03,2022-03-04 14:02:20.214230,Логистика,Senior,99000.0,9094.59,4.4,21.0,Нижний Новгород,kuznetsova43@yandex.ru,+7 (900) 857-21-50,4.1,,17.0,Среднее,4.0,0.0
EMP02986,Mikhailova Lyudmila,Female,1994-05-20,2022-10-03 14:02:19.271024,R&D,Middle,140000.0,,3.7,11.0,Москва,lmikhailova@yandex.ru,+79296932177,3.7,2023-10-03 14:02:19.271024,30.0,MBA,2.0,0.0
EMP02809,Ivanov Ilya,Male,1984-03-17,2013-09-21 14:02:19.209417,HR,Executive,843000.0,108512.11,12.7,38.0,Москва,iivanov@yandex.ru,+7 (906) 731-93-97,5.0,,3.0,MBA,1.0,26.0
EMP00411,Sokolova Yuliya,Female,1969-08-01,2020-12-20 14:02:18.377077,IT,Lead,370000.0,26970.89,5.6,27.0,Москва,sokolova570@yandex.ru,8 (950) 222-93-46,3.4,2025-12-20 14:02:18.377077,6.0,MBA,2.0,
EMP04495,Zakharova Evgeniya,Female,2003-02-18,2025-07-22 14:02:19.737797,IT,Junior,43000.0,3534.73,0.9,,Казань,zakharova.evgeniya@yandex.ru,+7 (951) 161-16-74,3.5,,21.0,,0.0,0.0
EMP05409,Alekseeva Tatyana,Female,2001-08-17,2022-01-28 14:02:19.885905,Продажи,Senior,167000.0,14327.73,4.5,12.0,Москва,tatyana.alekseeva@yandex.ru,+7 (951) 328-22-74,3.6,,7.0,Бакалавр,2.0,0.0
EMP08126,Andreev Andrey,Male,2005-07-27,2024-12-04 14:02:20.209241,Логистика,Junior,36000.0,,1.6,,Москва,andrey317@yandex.ru,+79215974837,3.5,,10.0,Бакалавр,0.0,0.0
EMP00821,Semenov Ivan,Male,1980-11-16,2016-01-27 14:02:18.492561,Продажи,,488000.0,47347.06,10.5,29.0,Москва,semenov.ivan@yandex.ru,8 (983) 436-61-42,4.3,2023-01-26 14:02:18.492561,10.0,MBA,,41.0
EMP01254,Nikolaeva Elena,Female,2000-02-06,2022-12-22 14:02:18.589309,Юридический,Middle,76000.0,4381.41,3.5,9.0,Санкт-Петербург,nikolaevae@yandex.ru,89038448219,3.3,2023-12-22 14:02:18.589309,22.0,,2.0,0.0
EMP04308,Makarov Konstantin,Male,1998-02-28,2017-06-22 14:02:19.719256,Логистика,Lead,180000.0,20108.92,9.1,32.0,Воронеж,kmakarov@yandex.ru,8 (918) 835-26-10,4.1,,15.0,Бакалавр,1.0,22.0
EMP06461,Smirnova Yuliya,Female,2000-06-16,2024-12-09 14:02:20.025489,IT,Junior,61000.0,2312.77,1.5,10.0,Москва,smirnova46@yandex.ru,8 (911) 557-77-34,2.8,,16.0,Магистр,0.0,
EMP05396,Golubeva Irina,Female,1998-11-20,2016-11-20 14:02:19.882503,Финансы,Lead,325000.0,28298.42,9.6,20.0,Санкт-Петербург,golubeva950@yandex.ru,89174301774,3.9,,5.0,Магистр,1.0,32.0
EMP02989,Sorokina Yuliya,Female,1996-06-22,2015-09-28 14:02:19.271294,Логистика,Manager,325000.0,48353.91,10.7,41.0,Санкт-Петербург,sorokina_yuliya@yandex.ru,+79046165358,4.6,2021-09-27 14:02:19.271294,4.0,Магистр,4.0,
EMP08234,Orlov Yuriy,Male,1978-08-03,2022-04-20 14:02:20.220114,,Senior,133000.0,15837.69,4.2,10.0,Уфа,yuriy_orlov@yandex.ru,89243728667,4.1,,28.0,MBA,1.0,0.0
EMP06493,Petrov Petr,Male,1987-07-07,2015-10-07 14:02:20.028703,IT,Manager,353000.0,42336.22,10.8,41.0,Ростов-на-Дону,ppetrov@yandex.ru,+7 (911) 608-76-31,,,25.0,Магистр,,
EMP07984,Semenov Mikhail,Male,1966-05-02,2018-12-25 14:02:20.194320,HR,Manager,193000.0,21644.31,7.6,17.0,Челябинск,mikhail.semenov@yandex.ru,+79907844045,4.0,2019-12-25 14:02:20.194320,34.0,,1.0,4.0
EMP09348,Lebedeva Evgeniya,Female,1979-02-19,2024-04-05 14:02:20.286042,IT,Senior,159000.0,11482.46,2.2,7.0,Москва,evgeniya961@yandex.ru,+79617928263,3.8,,17.0,Бакалавр,5.0,0.0
EMP02821,Makarova Anastasiya,Female,1980-03-02,2023-11-12 14:02:19.216196,Продажи,Middle,120000.0,6391.43,2.6,13.0,Москва,makarova59@yandex.ru,,3.0,,2.0,Магистр,2.0,0.0
EMP01416,Lebedev Petr,,1996-07-11,2024-04-10 14:02:18.639871,Логистика,Middle,112000.0,5508.66,2.3,7.0,Москва,lebedev175@yandex.ru,,2.9,2026-04-10 14:02:18.639871,12.0,MBA,2.0,0.0
EMP00476,Sorokina Nadezhda,Female,1974-07-20,2020-03-25 14:02:18.402536,Консалтинг,Senior,149000.0,14527.28,6.2,14.0,Иркутск,sorokina627@yandex.ru,,4.1,2022-03-25 14:02:18.402536,28.0,Магистр,4.0,0.0
EMP02469,Kuznetsova Kseniya,Female,1983-09-23,2016-02-05 14:02:19.103311,Юридический,Manager,375000.0,43789.1,10.4,24.0,Москва,kseniya514@yandex.ru,89791791301,4.5,,18.0,Магистр,4.0,
EMP08566,Smirnov Maxim,Male,1980-09-15,2020-10-06 14:02:20.242113,HR,Senior,148000.0,12981.67,5.8,9.0,Уфа,smirnov311@yandex.ru,+7 (962) 546-17-12,4.1,,22.0,MBA,3.0,0.0
EMP04854,Fedorov Andrey,Male,2002-03-14,2022-10-07 14:02:19.772496,Производство,Middle,79000.0,4851.34,3.7,8.0,Санкт-Петербург,fedorov.andrey@yandex.ru,8 (966) 172-40-85,3.4,,13.0,Бакалавр,0.0,0.0
EMP07280,Novikova Kseniya,Female,1999-07-24,2018-03-07 14:02:20.125833,Продажи,Manager,328000.0,41632.1,8.3,41.0,Екатеринбург,kseniya951@yandex.ru,,4.3,2024-03-06 14:02:20.125833,18.0,Магистр,2.0,50.0
EMP07662,Andreeva Elena,Female,1968-11-28,2012-08-11 14:02:20.164456,Продажи,Manager,575000.0,86173.22,13.9,47.0,Москва,,,4.5,2014-08-11 14:02:20.164456,5.0,MBA,1.0,19.0
EMP09470,Lebedev Roman,Male,2005-05-25,2024-06-15 14:02:20.293092,R&D,Middle,,4474.07,2.1,4.0,Нижний Новгород,lebedev799@yandex.ru,89669702670,,,2.0,Среднее,,0.0
EMP01519,Andreev Alexey,Male,2003-08-16,2022-10-14 14:02:18.677158,Производство,Middle,92000.0,8773.83,3.7,14.0,Москва,andreev.alexey@yandex.ru,8 (917) 571-56-17,3.7,,27.0,Бакалавр,2.0,0.0
EMP01976,Mikhailova Vera,Female,1989-12-13,2022-08-17 14:02:18.913273,Юридический,Senior,148000.0,11050.2,3.9,,Ростов-на-Дону,,,3.7,2025-08-16 14:02:18.913273,12.0,Магистр,2.0,0.0
EMP01453,Nikitin Evgeniy,Male,1986-10-25,2020-05-02 14:02:18.653112,Маркетинг,Lead,159000.0,19398.53,6.1,30.0,Тюмень,nikitin503@yandex.ru,+79265391018,4.1,,17.0,Бакалавр,4.0,23.0
EMP05462,Lebedeva Anna,Female,2005-03-14,2024-11-11 14:02:19.897789,Производство,Junior,34000.0,1614.04,1.6,7.0,,alebedeva@yandex.ru,8 (947) 809-15-92,2.8,,20.0,,0.0,0.0
EMP08986,Fedorova Evgeniya,Female,1981-04-14,2020-11-07 14:02:20.265598,IT,Senior,257000.0,12825.72,5.7,12.0,Санкт-Петербург,fedorova.evgeniya@yandex.ru,+79293314293,3.2,2024-11-07 14:02:20.265598,17.0,Кандидат наук,5.0,0.0
EMP07860,Egorov Pavel,Male,1973-01-24,2014-01-07 14:02:20.182985,Логистика,Junior,33000.0,3519.44,12.5,34.0,Красноярск,pavel.egorov@yandex.ru,8 (966) 859-90-15,3.9,2018-01-07 14:02:20.182985,2.0,Бакалавр,0.0,0.0
EMP08189,Pavlova Svetlana,Female,1998-04-19,2017-08-03 14:02:20.215854,IT,Lead,262000.0,27576.66,8.9,34.0,Хабаровск,svetlana748@yandex.ru,+7 (918) 869-72-30,3.9,,,Бакалавр,2.0,17.0
EMP06906,Zakharova Aleksandra,Female,1991-07-03,2014-08-25 14:02:20.071194,Продажи,Director,561000.0,69180.94,11.9,46.0,Новосибирск,aleksandra546@yandex.ru,8 (937) 678-40-35,,2017-08-24 14:02:20.071194,3.0,Магистр,,3.0
EMP01747,Golubev Andrey,Male,1970-08-21,2012-03-30 14:02:18.787019,R&D,Director,521000.0,86453.97,14.3,16.0,Уфа,golubev.andrey@yandex.ru,+79243768019,5.0,,29.0,MBA,1.0,5.0
EMP08588,Fedorov Konstantin,Male,1980-10-02,2014-07-22 14:02:20.243412,Производство,Director,499000.0,76423.78,11.9,24.0,Челябинск,fedorov_konstantin@yandex.ru,,4.6,2023-07-22 14:02:20.243412,27.0,MBA,4.0,39.0
EMP02229,Morozov Grigoriy,Male,1984-03-07,2015-01-31 14:02:19.022441,Логистика,Director,606000.0,100668.23,11.5,17.0,Санкт-Петербург,morozov.grigoriy@yandex.ru,+79903725695,,,4.0,MBA,1.0,5.0
EMP08493,Semenova Natalya,Female,1990-06-21,2019-01-18 14:02:20.238054,Маркетинг,Manager,398000.0,39941.86,7.5,35.0,Москва,nsemenova@yandex.ru,+79031413049,3.8,2025-01-17 14:02:20.238054,30.0,Магистр,2.0,35.0
EMP08839,Petrov Maxim,Male,1967-08-01,2022-06-27 14:02:20.257313,HR,Lead,249000.0,20034.34,4.0,12.0,Санкт-Петербург,petrov247@yandex.ru,+79942591462,3.7,,6.0,Кандидат наук,1.0,3.0
EMP06653,Novikova Evgeniya,Female,1998-04-09,2017-04-04 14:02:20.046559,Маркетинг,Lead,270000.0,26093.31,9.3,37.0,Москва,novikova.evgeniya@yandex.ru,89901663699,4.0,2020-04-03 14:02:20.046559,,Магистр,,
EMP04039,Pavlov Alexey,Male,2001-10-13,2020-06-06 14:02:19.669736,Маркетинг,Senior,165000.0,14619.4,6.0,30.0,Екатеринбург,alexey_pavlov@yandex.ru,,3.5,2025-06-06 14:02:19.669736,11.0,Магистр,3.0,0.0
EMP09204,Golubeva Lyudmila,Female,1993-11-24,2024-03-22 14:02:20.277722,IT,Senior,155000.0,13531.12,2.2,14.0,Омск,golubeva_lyudmila@yandex.ru,,3.9,2026-03-22 14:02:20.277722,2.0,Магистр,1.0,0.0
EMP05246,Nikolaeva Svetlana,Female,1976-09-15,2018-04-14 14:02:19.847866,Производство,Lead,141000.0,12805.21,8.2,45.0,Челябинск,nikolaeva.svetlana@yandex.ru,+7 (911) 935-21-51,4.0,,5.0,Бакалавр,,44.0
EMP03457,Petrova Polina,Female,1969-09-09,2013-11-29 14:02:19.571721,Маркетинг,Executive,714000.0,108133.82,12.6,33.0,Самара,polina.petrova@yandex.ru,,5.0,,9.0,MBA,1.0,50.0
EMP04932,Morozova Olga,Female,2002-06-24,2025-08-05 14:02:19.782728,Продажи,Junior,32000.0,1146.2,0.9,0.0,Екатеринбург,morozova678@yandex.ru,+79099845226,2.7,,25.0,Бакалавр,2.0,0.0
EMP01942,Belyaev Artem,Male,1988-04-15,2026-01-24 14:02:18.898071,IT,Junior,55000.0,1443.73,0.5,0.0,Москва,belyaeva@yandex.ru,,,,4.0,Бакалавр,1.0,0.0
EMP08325,Semenov Vladimir,Male,1968-06-03,2023-06-19 14:02:20.228701,Продажи,Senior,107000.0,6920.41,3.0,11.0,Уфа,semenov.vladimir@yandex.ru,8 (940) 954-87-50,,,10.0,Бакалавр,2.0,0.0
EMP06964,Kuznetsova Nadezhda,Female,1974-02-02,2017-08-26 14:02:20.076968,Логистика,Manager,457000.0,46093.98,8.9,,Москва,nkuznetsova@yandex.ru,8 (973) 512-56-65,3.9,2024-08-25 14:02:20.076968,9.0,Кандидат наук,3.0,9.0
EMP09395,Lebedev Nikolay,Male,1984-03-11,2012-07-24 14:02:20.288647,IT,Manager,484000.0,64497.25,13.9,49.0,Санкт-Петербург,lebedev167@yandex.ru,8 (902) 236-89-48,4.9,,32.0,Магистр,3.0,10.0
EMP09390,Popova Yuliya,Female,1966-02-14,2016-07-28 14:02:20.288360,Маркетинг,Manager,319000.0,33338.29,9.9,26.0,Екатеринбург,popovay@yandex.ru,89974164927,3.9,2020-07-28 14:02:20.288360,14.0,Магистр,4.0,
EMP09816,Pavlov Petr,,1981-03-24,2019-02-08 14:02:20.312819,Производство,Lead,243000.0,33502.4,7.4,36.0,Москва,petr.pavlov@yandex.ru,,4.4,,15.0,Бакалавр,1.0,
EMP07731,Popov Maxim,Male,1985-04-04,2013-02-08 14:02:20.171423,IT,Manager,404000.0,52879.79,13.4,,Новосибирск,maxim_popov@yandex.ru,8 (919) 444-36-29,4.8,2016-02-08 14:02:20.171423,9.0,MBA,2.0,5.0
EMP06113,Golubev Dmitry,Male,1968-01-02,2022-06-08 14:02:19.966586,Юридический,Senior,194000.0,9669.46,4.1,12.0,Москва,golubev31@yandex.ru,+79002049068,3.2,,,Магистр,5.0,0.0
EMP08716,Ivanov Petr,Male,1976-09-26,2024-03-31 14:02:20.250643,Маркетинг,Senior,191000.0,13865.03,2.3,2.0,Москва,,8 (941) 353-92-90,3.7,,1.0,MBA,,0.0
EMP02314,Ivanova Ekaterina,Female,2000-03-01,2019-09-30 14:02:19.044506,Производство,Senior,93000.0,5630.56,6.8,19.0,Иркутск,ivanovae@yandex.ru,8 (968) 828-49-41,3.4,2022-09-29 14:02:19.044506,9.0,Среднее,3.0,0.0
EMP06381,Volkov Dmitry,Male,1973-10-28,2017-12-08 14:02:20.014940,Производство,Lead,235000.0,23511.26,8.6,42.0,Санкт-Петербург,volkovd@yandex.ru,+7 (904) 683-18-69,4.2,,15.0,MBA,1.0,49.0
EMP06715,Tarasev Grigoriy,Male,1977-08-27,2023-05-16 14:02:20.052716,Производство,Middle,54000.0,2479.67,3.2,16.0,Нижний Новгород,,8 (909) 879-52-67,3.0,2025-05-15 14:02:20.052716,22.0,Бакалавр,1.0,0.0
